ID,Year_Birth,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kidhome,Teenhome,Child,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Accepted_Cmp,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
1077,1974.0,40.0,Middle-aged,Graduate,Relationship,56715,Middle Income,0,0,No,2012-12-05,52,0,258,105,239,237,172,9,1020,1,0,0,0,0,0,No,0,7,3,4,4
7959,1961.0,53.0,Pre-retirement,Graduate,Relationship,79410,Upper Income,0,0,No,2014-05-29,19,0,658,80,483,123,13,13,1370,1,0,0,0,0,0,No,0,3,2,5,1
640,1951.0,63.0,Retirement,Graduate,Relationship,57304,Middle Income,0,1,Yes,2013-03-11,61,0,356,80,329,138,17,106,1026,2,0,0,0,0,0,No,0,7,6,10,5
4252,1965.0,49.0,Pre-retirement,Graduate,Relationship,44375,Middle Income,0,1,Yes,2014-03-23,73,0,213,5,28,7,7,41,301,1,0,0,0,0,0,No,0,4,1,6,5
8432,1956.0,58.0,Retirement,Graduate,Relationship,54450,Middle Income,1,1,Yes,2012-09-14,0,0,454,0,171,8,19,32,684,12,0,0,0,0,0,No,0,9,2,8,8
6218,1965.0,49.0,Pre-retirement,Graduate,Relationship,59594,Middle Income,0,1,Yes,2012-10-20,74,0,457,4,29,0,0,9,499,1,0,0,0,1,0,Yes,0,8,1,7,7
6905,1994.0,20.0,Young,Graduate,Relationship,80685,Upper Income,0,0,No,2012-08-22,55,0,241,45,604,34,26,54,1004,1,0,0,0,0,0,No,0,6,4,10,2
5922,1974.0,40.0,Middle-aged,Postgraduate,Relationship,40344,Middle Income,0,1,Yes,2013-10-13,48,0,210,0,6,0,0,2,218,2,0,0,0,0,0,No,0,4,1,5,7
3598,1972.0,42.0,Middle-aged,Graduate,Relationship,62710,Middle Income,0,1,Yes,2013-05-23,53,0,441,35,83,7,29,11,606,4,0,0,0,0,0,No,0,4,2,12,4
6116,1968.0,46.0,Pre-retirement,Postgraduate,Relationship,48985,Middle Income,0,1,Yes,2013-07-05,13,0,19,13,18,10,7,8,75,1,0,0,0,0,0,No,0,1,1,3,3
6263,1968.0,46.0,Pre-retirement,Graduate,Relationship,35322,Middle Income,1,2,Yes,2012-08-22,34,0,28,9,37,12,7,13,106,3,0,0,0,0,0,No,0,2,0,4,8
10486,1948.0,66.0,Elderly,Graduate,Relationship,77142,Upper Income,0,0,No,2013-05-29,54,0,476,75,162,29,151,97,990,1,0,0,0,0,0,No,0,4,4,8,2
2410,1969.0,45.0,Pre-retirement,Graduate,Single,81657,Upper Income,0,0,No,2014-01-22,69,0,364,40,425,158,60,50,1097,1,0,0,0,0,0,No,0,3,4,8,1
193,1996.0,18.0,Young,Graduate,Relationship,14421,Low Income,0,0,No,2014-02-17,81,0,0,0,2,3,3,8,16,1,0,0,1,0,0,Yes,0,1,0,2,5
3363,1974.0,40.0,Middle-aged,Postgraduate,Relationship,20130,Low Income,0,0,No,2014-03-17,99,0,0,6,3,7,6,12,34,1,0,0,0,0,0,No,0,1,0,3,8
8278,1990.0,24.0,Young,Postgraduate,Relationship,74214,Upper Income,0,0,No,2012-08-26,3,0,863,83,547,86,99,33,1711,1,0,0,0,0,0,No,0,8,2,5,5
10660,1957.0,57.0,Retirement,Postgraduate,Relationship,66726,Middle Income,1,1,Yes,2014-01-12,61,0,349,7,35,0,0,47,438,3,0,0,0,1,0,Yes,0,8,2,4,7
8686,1979.0,35.0,Middle-aged,Graduate,Relationship,23724,Low Income,1,0,Yes,2013-01-08,65,0,5,23,15,0,18,14,75,2,0,0,0,0,0,No,0,2,0,3,8
1604,1960.0,54.0,Pre-retirement,Postgraduate,Relationship,47353,Middle Income,0,1,Yes,2013-11-13,93,0,184,2,19,8,8,4,225,3,0,0,0,0,0,No,0,2,2,6,5
5907,1952.0,62.0,Retirement,Postgraduate,Relationship,33444,Low Income,1,1,Yes,2012-11-03,24,0,8,0,8,0,0,2,18,1,0,0,0,0,0,No,0,1,0,2,8
10669,1981.0,33.0,Early worker,Graduate,Relationship,54386,Middle Income,0,1,Yes,2013-05-17,8,0,277,21,64,62,21,25,470,2,0,0,0,0,0,No,0,3,2,10,3
2918,1981.0,33.0,Early worker,Graduate,Single,28510,Low Income,1,1,Yes,2013-04-13,72,0,44,5,19,0,4,19,91,3,0,0,0,0,0,No,0,2,0,4,5
5735,1991.0,23.0,Young,Postgraduate,Single,90638,Upper Income,0,0,No,2014-02-13,29,0,1156,120,915,94,144,96,2525,1,0,0,0,0,1,Yes,0,3,4,10,1
359,1950.0,64.0,Retirement,Graduate,Relationship,48070,Middle Income,0,1,Yes,2013-01-13,33,1,373,14,83,6,9,19,504,3,0,0,0,0,0,No,0,8,2,6,7
8387,1957.0,57.0,Retirement,Graduate,Relationship,43140,Middle Income,0,1,Yes,2013-01-05,68,0,134,8,76,6,0,11,235,1,0,0,0,0,0,No,0,4,1,5,6
1829,1961.0,53.0,Pre-retirement,Postgraduate,Single,54959,Middle Income,0,1,Yes,2013-01-19,55,0,1148,0,60,0,0,24,1232,3,0,0,0,1,0,Yes,1,9,5,4,7
3839,1958.0,56.0,Retirement,Graduate,Single,15056,Low Income,1,1,Yes,2013-05-03,76,0,6,12,3,21,6,40,88,5,0,0,0,0,0,No,0,2,2,3,5
9392,1971.0,43.0,Middle-aged,Graduate,Single,26954,Low Income,1,0,Yes,2014-05-08,17,0,4,1,11,0,0,1,17,1,0,0,0,0,0,No,0,1,0,2,7
2292,1985.0,29.0,Early worker,Graduate,Single,22327,Low Income,1,0,Yes,2013-08-02,94,0,5,4,8,2,0,5,24,1,0,0,0,0,0,No,0,1,0,3,5
10466,1965.0,49.0,Pre-retirement,Graduate,Relationship,44393,Middle Income,1,1,Yes,2013-08-22,86,0,24,2,20,2,2,10,60,2,0,0,0,0,0,No,0,1,0,4,4
9855,1952.0,62.0,Retirement,Postgraduate,Single,62000,Middle Income,0,1,Yes,2013-08-25,25,0,899,0,101,0,0,20,1020,1,1,0,0,0,0,Yes,0,6,6,13,4
4088,1962.0,52.0,Pre-retirement,Postgraduate,Relationship,31497,Low Income,0,1,Yes,2012-12-06,22,0,108,1,28,13,1,4,155,2,0,0,0,0,0,No,0,3,1,4,8
5231,1974.0,40.0,Middle-aged,Postgraduate,Relationship,45894,Middle Income,0,2,Yes,2014-02-27,15,0,27,2,7,0,2,13,51,1,0,0,0,0,0,No,0,1,0,3,5
590,1970.0,44.0,Middle-aged,Postgraduate,Single,78579,Upper Income,0,0,No,2012-12-22,35,0,816,66,549,216,66,99,1812,1,0,0,0,0,0,No,1,5,6,4,3
8732,1969.0,45.0,Pre-retirement,Postgraduate,Single,67369,Middle Income,0,1,Yes,2012-11-17,81,0,1298,0,70,37,14,42,1461,4,0,0,0,1,1,Yes,1,7,4,10,4
2315,1960.0,54.0,Pre-retirement,Graduate,Single,58401,Middle Income,0,1,Yes,2014-04-20,55,0,10,0,11,17,29,29,96,1,0,0,0,0,0,No,0,1,2,2,4
3515,1952.0,62.0,Retirement,Graduate,Single,62307,Middle Income,0,1,Yes,2014-02-17,94,0,87,13,34,10,6,10,160,1,0,0,0,0,0,No,0,4,0,4,5
2245,1969.0,45.0,Pre-retirement,Postgraduate,Relationship,43641,Middle Income,1,1,Yes,2013-04-22,50,0,57,2,51,4,2,23,139,3,0,0,0,0,0,No,0,2,1,4,6
6283,1968.0,46.0,Pre-retirement,Postgraduate,Single,63841,Middle Income,0,1,Yes,2013-04-21,64,0,635,15,100,20,7,131,908,1,0,0,0,0,0,No,0,9,3,9,6
2246,1965.0,49.0,Pre-retirement,Postgraduate,Relationship,46891,Middle Income,0,1,Yes,2013-09-01,91,0,43,12,23,29,15,61,183,1,0,0,0,0,0,No,0,2,1,4,4
6606,1969.0,45.0,Pre-retirement,Postgraduate,Relationship,70091,Upper Income,1,0,Yes,2013-03-31,11,0,964,34,137,15,0,11,1161,2,0,0,0,1,0,Yes,0,5,2,10,8
5545,1972.0,42.0,Middle-aged,Postgraduate,Relationship,78075,Upper Income,0,0,No,2014-04-05,72,0,572,8,259,34,35,80,988,1,0,0,0,0,0,No,0,3,5,5,1
7342,1961.0,53.0,Pre-retirement,Postgraduate,Single,59184,Middle Income,0,1,Yes,2012-09-09,6,0,341,142,113,259,151,66,1072,3,0,0,0,0,0,No,0,6,6,12,5
837,1977.0,37.0,Middle-aged,Graduate,Relationship,54809,Middle Income,1,1,Yes,2013-09-11,0,0,63,6,57,13,13,22,174,4,0,0,0,0,0,No,0,2,1,5,4
9500,1959.0,55.0,Retirement,Graduate,Relationship,58113,Middle Income,0,1,Yes,2013-01-25,66,1,221,104,169,102,78,84,758,3,0,0,0,0,0,No,0,9,2,8,7
3602,1958.0,56.0,Retirement,Postgraduate,Relationship,51412,Middle Income,0,1,Yes,2013-12-31,42,0,140,3,29,4,5,14,195,2,0,0,0,0,0,No,0,3,2,4,4
234,1979.0,35.0,Middle-aged,Graduate,Single,15287,Low Income,1,0,Yes,2012-10-10,60,0,1,2,8,4,3,13,31,2,0,0,1,0,0,Yes,1,1,1,2,7
2995,1957.0,57.0,Retirement,Postgraduate,Relationship,66636,Middle Income,0,0,No,2013-08-17,64,0,291,10,689,84,10,0,1084,1,0,0,0,0,0,No,0,3,4,9,1
1118,1956.0,58.0,Retirement,Postgraduate,Relationship,50965,Middle Income,0,1,Yes,2013-02-20,87,0,544,13,85,8,6,29,685,3,0,0,1,0,0,Yes,0,10,4,5,8
7789,1965.0,49.0,Pre-retirement,Postgraduate,Relationship,84618,Upper Income,0,0,No,2013-11-22,96,0,684,100,801,21,66,0,1672,1,0,0,0,0,1,Yes,0,6,9,10,2
3068,1990.0,24.0,Young,Graduate,Relationship,18351,Low Income,0,0,No,2013-10-29,1,0,1,12,9,0,14,7,43,1,0,0,0,0,0,No,0,2,0,3,7
8955,1957.0,57.0,Retirement,Postgraduate,Relationship,40451,Middle Income,0,2,Yes,2014-02-16,54,0,35,0,4,0,0,10,49,1,0,0,1,0,0,Yes,0,1,1,2,5
945,1965.0,49.0,Pre-retirement,Graduate,Relationship,36317,Middle Income,0,1,Yes,2013-05-22,53,0,87,3,25,3,2,13,133,2,0,0,0,0,0,No,0,3,0,4,7
5644,1957.0,57.0,Retirement,Graduate,Relationship,42213,Middle Income,0,1,Yes,2013-10-12,96,0,309,3,24,4,3,20,363,2,0,0,0,1,0,Yes,0,5,1,7,7
7192,1955.0,59.0,Retirement,Graduate,Relationship,65748,Middle Income,0,1,Yes,2013-04-15,58,1,172,73,93,95,78,34,545,2,0,0,0,0,0,No,0,2,4,10,1
2324,1972.0,42.0,Middle-aged,Graduate,Relationship,77044,Upper Income,0,1,Yes,2013-10-27,12,0,625,38,242,50,34,76,1065,2,0,0,1,0,0,Yes,0,7,11,11,4
697,1969.0,45.0,Pre-retirement,Graduate,Relationship,74918,Upper Income,0,0,No,2013-03-12,78,0,972,59,913,25,19,59,2047,1,0,0,0,0,1,Yes,0,5,9,6,3
3439,1972.0,42.0,Middle-aged,Graduate,Relationship,56721,Middle Income,1,1,Yes,2012-10-31,64,0,157,6,39,6,13,75,296,5,0,0,0,0,0,No,0,4,1,5,6
1506,1975.0,39.0,Middle-aged,Graduate,Single,42160,Middle Income,1,1,Yes,2013-06-28,26,0,48,9,45,3,15,20,140,4,0,0,0,0,0,No,1,2,1,4,6
232,1965.0,49.0,Pre-retirement,Graduate,Single,61559,Middle Income,0,1,Yes,2013-07-17,8,0,279,83,88,32,14,34,530,1,0,0,0,0,0,No,0,4,2,10,3
8876,1963.0,51.0,Pre-retirement,Postgraduate,Relationship,33629,Low Income,1,1,Yes,2012-08-08,49,0,132,0,16,0,0,4,152,5,0,0,0,0,0,No,0,3,1,4,9
4500,1991.0,23.0,Young,Postgraduate,Relationship,68682,Upper Income,0,0,No,2013-10-06,56,0,919,0,505,99,30,45,1598,1,0,0,0,0,0,No,0,4,9,10,2
9739,1963.0,51.0,Pre-retirement,Graduate,Single,34377,Low Income,0,1,Yes,2013-01-19,55,0,62,0,22,3,1,26,114,2,0,0,0,0,0,No,0,2,2,2,7
10395,1986.0,28.0,Early worker,Graduate,Single,8940,Low Income,1,0,Yes,2012-08-22,25,0,1,45,3,4,6,42,101,3,0,0,0,0,0,No,0,3,1,3,8
1176,1973.0,41.0,Middle-aged,Graduate,Relationship,26228,Low Income,1,0,Yes,2013-09-22,50,0,2,6,4,3,1,9,25,1,0,0,0,0,0,No,0,1,0,2,8
1627,1957.0,57.0,Retirement,Postgraduate,Single,77297,Upper Income,0,0,No,2013-01-26,84,0,408,61,109,48,122,41,789,1,1,0,0,0,0,Yes,0,5,7,9,4
938,1981.0,33.0,Early worker,Graduate,Relationship,40211,Middle Income,1,1,Yes,2013-07-30,30,0,51,1,7,2,1,25,87,2,0,0,1,0,0,Yes,0,2,1,2,8
2740,1958.0,56.0,Retirement,Postgraduate,Single,33438,Low Income,1,1,Yes,2013-09-22,81,0,62,1,16,3,2,6,90,4,0,0,0,0,0,No,0,2,1,4,5
257,1959.0,55.0,Retirement,Postgraduate,Relationship,75032,Upper Income,0,1,Yes,2013-04-28,74,0,952,12,180,47,12,12,1215,2,0,0,0,0,0,No,0,5,4,9,3
4058,1955.0,59.0,Retirement,Postgraduate,Single,61284,Middle Income,0,0,No,2013-10-12,76,0,618,15,106,20,7,45,811,1,0,0,0,1,0,Yes,0,11,2,8,6
7736,1986.0,28.0,Early worker,Graduate,Relationship,22518,Low Income,1,0,Yes,2012-10-22,36,0,11,7,12,2,2,27,61,2,0,0,1,0,0,Yes,1,2,1,2,5
8210,1975.0,39.0,Middle-aged,Postgraduate,Relationship,54730,Middle Income,0,1,Yes,2013-08-15,64,0,318,3,17,4,7,56,405,5,0,0,0,0,0,No,0,4,1,8,4
833,1955.0,59.0,Retirement,Postgraduate,Relationship,38452,Middle Income,1,1,Yes,2014-03-30,62,0,56,0,14,0,0,2,72,3,0,0,0,0,0,No,0,3,0,3,7
6230,1971.0,43.0,Middle-aged,Graduate,Single,44421,Middle Income,1,1,Yes,2013-02-15,53,0,110,5,59,7,1,7,189,5,0,0,0,0,0,No,0,5,0,4,8
7325,1986.0,28.0,Early worker,Postgraduate,Relationship,38197,Middle Income,1,0,Yes,2013-06-29,86,0,23,0,11,2,1,3,40,1,0,0,0,0,0,No,0,1,0,3,5
1307,1978.0,36.0,Middle-aged,Graduate,Single,41986,Middle Income,0,1,Yes,2014-02-09,15,0,27,5,8,8,3,12,63,3,0,0,0,0,0,No,0,3,0,4,4
1502,1983.0,31.0,Early worker,Graduate,Relationship,28427,Low Income,1,0,Yes,2013-03-21,67,0,18,3,19,3,3,6,52,2,0,0,0,0,0,No,0,2,0,3,8
6211,1976.0,38.0,Middle-aged,Postgraduate,Relationship,37395,Middle Income,1,0,Yes,2014-05-02,47,0,18,0,9,0,1,11,39,1,0,0,0,0,0,No,0,1,0,3,6
843,1971.0,43.0,Middle-aged,Graduate,Relationship,64722,Middle Income,1,0,Yes,2014-05-26,47,0,303,0,280,60,147,15,805,4,0,0,0,0,0,No,0,8,2,11,6
4174,1956.0,58.0,Retirement,Postgraduate,Relationship,55249,Middle Income,0,1,Yes,2014-04-17,81,0,97,1,19,2,0,11,130,1,0,0,0,0,0,No,0,2,1,4,3
9757,1972.0,42.0,Middle-aged,Graduate,Relationship,84906,Upper Income,0,0,No,2013-10-04,98,0,997,15,414,99,30,76,1631,1,0,1,0,1,1,Yes,0,5,6,12,2
6918,1989.0,25.0,Early worker,Graduate,Relationship,28691,Low Income,1,0,Yes,2013-07-04,56,0,5,4,13,8,0,4,34,1,0,0,0,0,0,No,0,1,0,3,8
286,1952.0,62.0,Retirement,Graduate,Single,44213,Middle Income,1,1,Yes,2013-11-29,48,0,95,11,35,0,4,7,152,4,0,0,0,0,0,No,0,2,1,5,6
11086,1984.0,30.0,Early worker,Graduate,Single,25707,Low Income,1,0,Yes,2014-01-18,18,0,1,6,2,3,6,3,21,1,0,0,0,0,0,No,0,1,0,3,7
1921,1967.0,47.0,Pre-retirement,Postgraduate,Relationship,59062,Middle Income,2,1,Yes,2013-10-03,74,0,46,1,12,3,0,9,71,2,0,0,0,0,0,No,0,2,0,3,4
4138,1962.0,52.0,Pre-retirement,Graduate,Single,76624,Upper Income,0,1,Yes,2014-05-24,68,0,411,106,147,54,115,66,899,1,0,0,1,0,0,Yes,0,5,10,7,1
7718,1947.0,67.0,Elderly,Postgraduate,Relationship,66000,Middle Income,0,0,No,2014-04-20,36,0,244,51,270,101,0,45,711,1,0,0,0,0,0,No,0,1,3,5,1
1291,1978.0,36.0,Middle-aged,Postgraduate,Relationship,27683,Low Income,1,0,Yes,2012-08-04,90,0,152,9,121,12,12,45,351,4,0,0,0,0,0,No,0,6,2,4,8
6862,1971.0,43.0,Middle-aged,Graduate,Single,1730,Low Income,0,0,No,2014-05-18,65,0,1,1,3,1,1,1,8,15,0,0,0,0,0,No,0,0,0,0,20
4136,1992.0,22.0,Young,Graduate,Single,7500,Low Income,1,0,Yes,2012-12-03,63,0,10,17,18,8,26,40,119,4,0,0,0,0,0,No,0,3,2,2,9
803,1968.0,46.0,Pre-retirement,Graduate,Relationship,40521,Middle Income,1,1,Yes,2013-04-05,82,0,12,0,5,0,0,4,21,1,0,0,0,0,0,No,0,0,1,2,5
4298,1973.0,41.0,Middle-aged,Postgraduate,Relationship,20427,Low Income,1,0,Yes,2014-03-24,63,0,5,0,4,0,0,1,10,1,0,0,0,0,0,No,0,1,0,2,8
10833,1975.0,39.0,Middle-aged,Graduate,Relationship,65106,Middle Income,0,1,Yes,2014-05-24,55,0,790,19,133,12,0,19,973,3,0,0,0,1,0,Yes,0,8,3,13,6
9606,1965.0,49.0,Pre-retirement,Postgraduate,Relationship,69969,Upper Income,0,0,No,2013-08-27,64,0,882,29,514,38,29,44,1536,1,1,0,0,0,1,Yes,1,4,2,6,3
8534,1952.0,62.0,Retirement,Graduate,Relationship,67433,Middle Income,0,2,Yes,2013-07-16,51,0,615,28,259,12,48,30,992,4,0,0,0,1,0,Yes,0,6,5,13,4
5153,1967.0,47.0,Pre-retirement,Postgraduate,Relationship,77766,Upper Income,0,1,Yes,2013-02-22,97,0,1004,59,265,115,59,27,1529,2,0,0,1,0,0,Yes,1,11,10,11,6
961,1972.0,42.0,Middle-aged,Graduate,Relationship,74716,Upper Income,0,1,Yes,2013-09-12,92,0,133,27,421,13,195,71,860,2,0,0,0,0,0,No,0,7,3,5,4
5011,1963.0,51.0,Pre-retirement,Graduate,Single,68118,Upper Income,0,1,Yes,2013-10-18,51,0,595,23,123,10,23,154,928,2,0,0,0,0,0,No,0,8,9,4,6
6653,1970.0,44.0,Middle-aged,Postgraduate,Relationship,55158,Middle Income,1,1,Yes,2012-07-30,72,0,293,0,87,4,11,23,418,4,0,0,0,0,0,No,1,7,2,5,7
9094,1955.0,59.0,Retirement,Postgraduate,Relationship,62972,Middle Income,0,1,Yes,2012-08-03,39,0,313,15,47,20,0,192,587,2,0,0,0,0,0,No,1,7,4,3,6
810,1975.0,39.0,Middle-aged,Graduate,Relationship,74190,Upper Income,0,1,Yes,2014-05-12,49,0,151,81,86,168,91,64,641,2,0,0,0,0,0,No,0,4,2,11,2
5493,1976.0,38.0,Middle-aged,Graduate,Relationship,39356,Middle Income,1,1,Yes,2014-03-19,21,0,15,0,2,0,0,6,23,1,0,0,1,0,0,Yes,0,1,0,2,6
2147,1969.0,45.0,Pre-retirement,Graduate,Relationship,76653,Upper Income,0,0,No,2013-08-16,91,0,736,63,946,219,189,126,2279,1,1,0,0,0,1,Yes,0,4,7,11,2
5107,1973.0,41.0,Middle-aged,Postgraduate,Single,35860,Middle Income,1,1,Yes,2014-05-19,37,0,15,0,8,4,2,20,49,2,0,0,1,0,0,Yes,0,1,1,2,5
3979,1983.0,31.0,Early worker,Postgraduate,Single,90687,Upper Income,0,0,No,2013-05-22,98,0,982,17,672,23,34,51,1779,1,0,0,0,0,1,Yes,1,6,2,8,2
6049,1982.0,32.0,Early worker,Postgraduate,Relationship,73450,Upper Income,0,0,No,2013-12-05,85,0,1142,51,415,90,69,37,1804,1,1,0,1,0,0,Yes,0,7,8,11,3
8147,1960.0,54.0,Pre-retirement,Graduate,Relationship,31454,Low Income,1,1,Yes,2013-07-06,40,0,28,0,11,0,0,9,48,3,0,0,0,0,0,No,0,2,0,3,8
1857,1952.0,62.0,Retirement,Graduate,Single,47139,Middle Income,1,1,Yes,2014-03-06,2,0,46,0,12,0,2,23,83,2,0,0,0,0,0,No,1,2,1,2,7
3910,1975.0,39.0,Middle-aged,Graduate,Single,83829,Upper Income,0,0,No,2013-10-08,78,0,897,161,430,186,161,27,1862,0,1,0,1,0,1,Yes,1,4,7,6,1
5207,1963.0,51.0,Pre-retirement,Postgraduate,Relationship,53378,Middle Income,1,1,Yes,2012-09-24,41,0,489,6,152,8,6,132,793,10,0,0,0,0,0,No,1,9,4,6,8
11114,1970.0,44.0,Middle-aged,Graduate,Relationship,19656,Low Income,1,0,Yes,2013-02-08,94,0,25,4,9,6,8,32,84,3,0,0,0,0,0,No,0,2,1,3,7
5429,1948.0,66.0,Elderly,Postgraduate,Relationship,45579,Middle Income,0,1,Yes,2013-08-20,10,0,145,1,33,2,1,1,183,1,0,0,0,0,0,No,0,4,1,4,6
9400,1958.0,56.0,Retirement,Postgraduate,Single,85485,Upper Income,0,0,No,2014-06-21,73,0,630,26,611,44,18,54,1383,1,0,0,0,0,0,No,0,6,6,6,2
1740,1944.0,70.0,Elderly,Graduate,Relationship,55956,Middle Income,0,0,No,2014-04-07,22,0,760,38,104,50,9,38,999,2,0,0,0,1,0,Yes,0,7,3,4,4
7488,1963.0,51.0,Pre-retirement,Postgraduate,Single,64191,Middle Income,0,1,Yes,2013-01-22,30,0,420,15,186,151,38,15,825,3,0,0,0,0,0,No,0,5,3,13,3
195,1972.0,42.0,Middle-aged,Graduate,Single,38808,Middle Income,1,0,Yes,2012-08-26,21,0,125,17,52,3,19,30,246,4,0,0,1,0,0,Yes,1,5,1,4,8
635,1966.0,48.0,Pre-retirement,Postgraduate,Relationship,57183,Middle Income,1,1,Yes,2013-03-19,51,0,464,5,64,7,0,70,610,8,0,0,0,0,0,No,0,9,1,7,8
7527,1968.0,46.0,Pre-retirement,Postgraduate,Single,23748,Low Income,1,0,Yes,2012-11-21,97,0,6,6,29,12,15,8,76,3,0,0,0,0,0,No,0,2,1,3,8
10319,1971.0,43.0,Middle-aged,Graduate,Relationship,66303,Middle Income,0,1,Yes,2013-02-26,56,0,1090,12,96,16,12,60,1286,4,0,0,0,1,0,Yes,0,3,4,11,8
2296,1975.0,39.0,Middle-aged,Postgraduate,Relationship,37368,Middle Income,1,0,Yes,2013-12-16,4,0,3,2,11,2,2,10,30,1,0,0,1,0,0,Yes,0,1,0,2,6
10637,1964.0,50.0,Pre-retirement,Graduate,Relationship,40800,Middle Income,1,2,Yes,2013-01-01,77,1,24,0,27,8,30,10,99,2,0,0,0,0,0,No,0,3,0,3,7
2931,1978.0,36.0,Middle-aged,Graduate,Single,71847,Upper Income,0,0,No,2012-09-21,95,0,737,21,106,55,63,210,1192,0,1,0,0,0,0,Yes,0,6,7,9,3
907,1975.0,39.0,Middle-aged,Graduate,Relationship,46149,Middle Income,0,1,Yes,2013-11-29,36,0,254,6,71,4,0,27,362,5,0,0,0,0,0,No,0,5,1,7,5
3698,1983.0,31.0,Early worker,Graduate,Relationship,78687,Upper Income,0,0,No,2012-08-09,13,0,817,185,687,145,55,241,2130,1,0,0,0,0,1,Yes,1,4,6,8,2
9516,1971.0,43.0,Middle-aged,Postgraduate,Single,49118,Middle Income,0,0,No,2012-08-18,90,0,620,54,239,99,98,119,1229,2,0,1,0,1,0,Yes,1,9,7,10,7
679,1957.0,57.0,Retirement,Postgraduate,Relationship,37633,Middle Income,1,1,Yes,2012-09-20,49,0,13,4,20,0,0,1,38,2,0,0,0,0,0,No,0,1,0,3,9
7384,1951.0,63.0,Retirement,Postgraduate,Relationship,39767,Middle Income,0,0,No,2013-07-21,18,0,113,61,204,34,26,47,485,2,0,0,0,0,0,No,0,7,1,7,8
5043,1951.0,63.0,Retirement,Graduate,Relationship,26997,Low Income,0,0,No,2012-11-05,89,0,7,23,78,133,49,144,434,2,0,0,0,0,0,No,0,4,2,5,7
5267,1970.0,44.0,Middle-aged,Graduate,Single,33986,Low Income,1,0,Yes,2013-03-14,43,0,16,2,18,2,1,5,44,1,0,0,0,0,0,No,0,1,0,3,7
339,1972.0,42.0,Middle-aged,Postgraduate,Relationship,57091,Middle Income,0,1,Yes,2012-11-23,82,0,462,0,24,6,0,4,496,2,0,0,0,1,0,Yes,1,9,2,5,7
2516,1969.0,45.0,Pre-retirement,Postgraduate,Relationship,46831,Middle Income,1,1,Yes,2013-06-08,84,0,22,2,10,6,4,34,78,2,0,0,0,0,0,No,0,1,2,2,4
9010,1972.0,42.0,Middle-aged,Postgraduate,Relationship,83151,Upper Income,0,0,No,2013-02-10,80,0,968,147,842,137,42,210,2346,1,1,0,1,0,1,Yes,1,5,7,10,2
378,1971.0,43.0,Middle-aged,Graduate,Relationship,52531,Middle Income,0,0,No,2012-12-30,68,0,283,112,151,51,72,125,794,2,0,0,0,0,0,No,0,7,2,10,6
4808,1956.0,58.0,Retirement,Graduate,Relationship,15759,Low Income,0,0,No,2013-09-05,12,0,1,2,5,6,0,3,17,1,0,0,0,0,0,No,0,1,0,2,7
5068,1971.0,43.0,Middle-aged,Graduate,Single,22804,Low Income,1,0,Yes,2013-07-31,75,0,14,1,7,2,1,1,26,1,0,0,0,0,0,No,0,2,0,2,9
7628,1973.0,41.0,Middle-aged,Postgraduate,Relationship,43050,Middle Income,1,0,Yes,2014-03-18,10,0,30,5,24,6,3,8,76,2,0,0,0,0,0,No,0,2,0,4,5
7128,1977.0,37.0,Middle-aged,Postgraduate,Single,42997,Middle Income,1,1,Yes,2013-12-07,91,0,4,0,5,0,1,5,15,1,0,0,0,0,0,No,0,1,0,2,7
2811,1963.0,51.0,Pre-retirement,Postgraduate,Single,48918,Middle Income,1,1,Yes,2014-04-12,21,0,52,0,9,0,0,1,62,2,0,0,0,0,0,No,0,1,0,4,4
3551,1954.0,60.0,Retirement,Postgraduate,Relationship,60033,Middle Income,0,1,Yes,2014-03-29,28,0,62,1,57,19,11,48,198,2,0,0,0,0,0,No,0,2,1,5,2
1663,1978.0,36.0,Middle-aged,Postgraduate,Relationship,34043,Low Income,1,0,Yes,2013-10-25,97,0,20,2,14,3,0,10,49,1,0,0,0,0,0,No,0,2,0,2,9
5543,1966.0,48.0,Pre-retirement,Graduate,Relationship,57811,Middle Income,0,1,Yes,2013-06-24,49,0,545,7,114,37,21,78,802,5,0,0,0,1,0,Yes,0,7,2,11,5
1577,1946.0,68.0,Elderly,Graduate,Relationship,78569,Upper Income,0,0,No,2014-02-19,14,0,558,79,622,207,175,95,1736,1,0,0,0,0,1,Yes,1,4,6,4,1
10641,1978.0,36.0,Middle-aged,Graduate,Single,7500,Low Income,1,1,Yes,2012-12-27,5,0,6,5,4,13,4,25,57,4,0,0,0,0,0,No,0,2,1,3,6
5336,1971.0,43.0,Middle-aged,Postgraduate,Relationship,157733,Upper Income,1,0,Yes,2013-06-04,37,0,39,1,9,2,0,8,59,0,0,0,0,0,0,No,0,1,0,1,1
6024,1953.0,61.0,Retirement,Graduate,Relationship,94384,Upper Income,0,0,No,2013-03-04,62,0,1111,24,790,160,45,172,2302,0,1,0,0,1,1,Yes,1,5,8,5,2
